"date","name","rank","total_level","total_xp","rank_attack","level_attack","xp_attack","rank_defence","level_defence","xp_defence","rank_strength","level_strength","xp_strength","rank_hitpoints","level_hitpoints","xp_hitpoints","rank_ranged","level_ranged","xp_ranged","rank_prayer","level_prayer","xp_prayer","rank_magic","level_magic","xp_magic","rank_cooking","level_cooking","xp_cooking","rank_woodcutting","level_woodcutting","xp_woodcutting","rank_fletching","level_fletching","xp_fletching","rank_fishing","level_fishing","xp_fishing","rank_firemaking","level_firemaking","xp_firemaking","rank_crafting","level_crafting","xp_crafting","rank_smithing","level_smithing","xp_smithing","rank_mining","level_mining","xp_mining","rank_herblore","level_herblore","xp_herblore","rank_agility","level_agility","xp_agility","rank_thieving","level_thieving","xp_thieving","rank_slayer","level_slayer","xp_slayer","rank_farming","level_farming","xp_farming","rank_runecraft","level_runecraft","xp_runecraft","rank_hunter","level_hunter","xp_hunter","rank_construction","level_construction","xp_construction","rank_league","points_league","rank_bountyhunter_hunter","points_bountyhunter_hunter","rank_bountyhunter_rogue","points_bountyhunter_rogue","rank_clues_total","total_clues","rank_beginner_clue","total_beginner","rank_easy_clue","total_easy","rank_medium_clue","total_medium","rank_hard_clue","total_hard","rank_elite_clue","total_elite","rank_master_clue","total_master","rank_lms","points_lms","rank_sire","kc_sire","rank_hydra","kc_hydra","rank_barrows","kc_barrows","rank_bryophyta","kc_bryophyta","rank_callisto","kc_callisto","rank_cerberus","kc_cerberus","rank_CoX","kc_CoX","rank_CoX_CM","kc_CoX_CM","rank_chaos_elemental","kc_chaos_elemental","rank_chaos_fanatic","kc_chaos_fanatic","rank_saradomin","kc_saradomin","rank_corporal_beast","kc_corporal_beast","rank_crazy_archaeologist","kc_crazy_archaeologist","rank_prime","kc_prime","rank_rex","kc_rex","rank_supreme","kc_supreme","rank_deranged_archaeologist","kc_deranged_archaeologist","rank_bandos","kc_bandos","rank_giant_mole","kc_giant_mole","rank_grotesque_guardians","kc_grotesque_guardians","rank_hespori","kc_hespori","rank_KQ","kc_KQ","rank_KBD","kc_KBD","rank_kraken","kc_kraken","rank_armadyl","kc_armadyl","rank_zamorak","kc_zamorak","rank_mimic","kc_mimic","rank_nightmare","kc_nightmare","rank_obor","kc_obor","rank_sarachnis","kc_sarachnis","rank_scorpia","kc_scorpia","rank_skotizo","kc_skotizo","rank_gauntlet","kc_gauntlet","rank_corrupted_gauntlet","kc_corrupted_gauntlet","rank_ToB","kc_ToB","rank_thermy","kc_thermy","rank_inferno","kc_inferno","rank_fight_caves","kc_fight_caves","rank_venenatis","kc_venenatis","rank_vetion","kc_vetion","rank_vorkath","kc_vorkath","rank_wintertodt","kc_wintertodt","rank_zalcano","kc_zalcano","rank_zulrah","kc_zulrah"
"15/12/2020","Genuine Elf",8191,2277,435148112,22719,99,24320554,13525,99,23216974,19848,99,31386237,16889,99,46231430,20735,99,43713400,20287,99,13096768,25605,99,20474556,23067,99,16114108,17327,99,14785679,9633,99,15103512,15402,99,14871810,46762,99,13276343,39671,99,13141274,9680,99,13541561,12222,99,14307066,6116,99,13760911,10068,99,13389663,23389,99,13516955,7303,99,22883365,42090,99,14397867,10665,99,13283311,24043,99,13077759,6462,99,13257009,-1,-1,-1,-1,-1,-1,20226,752,107246,11,250566,11,28391,253,15410,338,18188,73,10108,66,164696,500,31187,400,21292,1106,258938,91,-1,-1,-1,-1,1818,3972,11073,820,4903,79,-1,-1,-1,-1,45208,151,22754,184,-1,-1,5517,1596,9482,1389,6610,1477,-1,-1,48069,374,44191,267,75539,63,-1,-1,22135,257,28484,555,7166,4571,20970,310,29594,179,24329,2,13057,170,-1,-1,-1,-1,-1,-1,139339,17,-1,-1,15435,22,-1,-1,2042,3500,-1,-1,-1,-1,-1,-1,-1,-1,121482,285,170400,255,-1,-1,34377,1753
